group_id,group_title,subgroup_id,subgroup_name,transaction_id,transaction_date,description,amount,match_status
,,,,1a6288ec-4992-4af6-ac54-8c1370265231,2025-06-01T16:38:28Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
,,,,6e33697f-5b12-438e-902a-8092cd4d8dfe,2025-05-15T15:02:50Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,b2e477ce-54af-401c-8507-13c90f70f237,2025-05-01T20:51:43Z,Credit Interest,70.50,matched
,,,,dc73455b-6817-489c-8307-d8e98234f841,2025-05-01T04:22:01Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
,,,,c5ead69b-4d0c-4525-a2e3-94cc6551980e,2025-04-15T20:32:54Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,19732ea8-e9b3-4d14-91c6-f174854b30f6,2025-04-01T19:02:42Z,Credit Interest,70.50,matched
,,,,dc9975b0-4c4e-48f4-a3ec-b9218e01683a,2025-04-01T17:32:56Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
,,,,610ac2d4-9164-4689-9124-f64e67bd9ef2,2025-03-15T05:21:48Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,2edcf37f-2dd8-4d9f-ae8f-fa2105a11061,2025-03-01T23:16:44Z,Credit Interest,70.50,matched
,,,,219d3efc-a820-4cb1-8c04-5a11983505f4,2025-03-01T09:30:53Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
,,,,290a6052-f941-4f2d-9690-1a930bde7f3b,2025-02-13T05:00:09Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
,,,,480f8daa-9304-45c1-9abe-59c7375471cc,2025-01-30T06:08:21Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,f2fea710-41d7-4f9a-90fb-22ae1cd3234d,2025-01-30T12:17:38Z,Credit Interest,70.50,matched
,,,,67657f7e-b3ad-4077-a50b-d6a293fc4e1d,2025-01-13T00:38:17Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,93805dd1-114b-4791-adef-489125a1e01e,2024-12-30T05:14:27Z,Credit Interest,70.50,matched
,,,,7528ea6d-9649-40b8-9771-93487190ee15,2024-12-30T14:34:59Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
,,,,7ab718e7-5081-4a72-9776-be1756e307fe,2024-12-16T08:47:33Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
,,,,90ba153b-726b-42af-bfe9-fb7ed59e8b7f,2024-12-02T12:27:37Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,abbfe484-3d38-4a2f-90f3-9c7b62dd61e6,2024-12-02T18:37:38Z,Credit Interest,70.50,matched
,,,,71fc5a0e-a2d5-4b66-b942-f2dffda1d043,2024-11-15T14:26:08Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
,,,,fa9ce72b-5957-468a-a3c2-de69f7da1589,2024-11-01T19:14:22Z,Transfer To Transaction Acc HooliBank app,-4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,1d89e044-52d9-4ffa-84f3-15e531cea61e,2024-11-01T12:10:46Z,Credit Interest,4500.00,matched
,,,,9b069a17-e082-4d74-9935-958824b5f26e,2025-11-27T22:04:45Z,"Payment received, thank you!",562.71,unmatched
,,,,6cccbdab-ed0a-44de-b407-8ba06193a4cf,2025-11-23T12:51:46Z,NETFLIX.COM Melbourne AUS,-29.99,unmatched
,,,,b0874636-924d-472d-830f-0b4ae8180a7e,2025-11-16T10:50:43Z,SYDNEY WATER sydney,-179.07,unmatched
,,,,3fed809a-409c-45a8-bdec-b278d010546b,2025-11-10T06:02:39Z,AAMI BRISBANE QLD,-214.47,unmatched
,,,,0a19b204-2a20-425a-9ca2-e4369548aff0,2025-11-10T06:23:32Z,DBS*Goodlife Fountain VI,-100.00,unmatched
,,,,cef3f59a-6f97-4dbe-9396-ca0eb4d81957,2025-11-05T07:21:55Z,DISNEY PLUS RICHMOND SA AUS,-19.99,unmatched
,,,,0268837e-79fa-43ef-a291-d5c5e0fbe0cd,2025-11-01T20:30:15Z,NORTHERN BEACHES COUNCIL - SOUTH RATES,-396.00,unmatched
,,,,2946d01e-c14d-4fd1-a560-d2328641d881,2025-11-01T18:04:27Z,Vodafone Australia North SydneyAUS,-90.00,unmatched
,,,,d2dbc23c-5b31-45cc-be83-ab100dd4978a,2025-11-01T13:12:16Z,Spotify Sydney AUS,-19.99,unmatched
EXP-035,Subscription Media & Software,fcaff31d,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTHNSW,472adf17-8185-458e-9b51-132898c4d507,2025-10-30T19:18:36Z,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTHNSW,-9.99,matched
EXP-061,Credit Card Repayments,a51d061c,RECEIVED THANK YOU,c4c59b8b-8dfa-4390-b61a-2e46fabf61b1,2025-10-26T07:08:24Z,"Payment received, thank you!",971.32,matched
EXP-035,Subscription Media & Software,c5a464fb,NETFLIX,651b0330-718a-43a4-8431-73b5bfb19f9b,2025-10-23T21:45:07Z,NETFLIX.COM Melbourne AUS,-29.99,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,154d2abe-b812-49ac-9c68-6559991e85cf,2025-10-20T15:23:06Z,APPLE.COM/BILL SYDNEY NSW,-10.55,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,c62ac4f5-b414-41de-af03-53264b275611,2025-10-20T13:22:42Z,APPLE.COM/BILL SYDNEY NSW,-18.55,matched
EXP-021,Insurance,c0ffa279,AAMI BRISBANE QLD,d9e00de7-8c9a-468e-8f1e-465cca0f8fee,2025-10-10T17:47:38Z,AAMI BRISBANE QLD,-214.47,matched
EXP-017,Gyms and memberships,b7ac2f98,GOODLIFE FOUNTAIN VIC,94c26a4e-371b-4aa6-8215-0f91e9c84979,2025-10-10T13:52:48Z,DBS*Goodlife Fountain VI,-100.00,matched
EXP-035,Subscription Media & Software,5a9632bb,DISNEY PLUS RICHMOND SA,701ff572-c784-47ba-90ad-25a8fdd0af0a,2025-10-05T08:43:34Z,DISNEY PLUS RICHMOND SA AUS,-19.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,c7bd39cc-ac80-4112-95d5-abe2c2570631,2025-10-03T21:08:35Z,UBER *TRIP Sydney AUS,-28.64,matched
EXP-024|EXP-031,Online Retail|Retail,e7c55df5|e7c55df5,DUNDLE|DUNDLE,b615bb20-4c21-486a-9a85-a8a3908bb0cb,2025-10-02T14:27:25Z,DUNDLE.COM EINDHOVEN NL,-20.54,multiple
EXP-035,Subscription Media & Software,fe9c297a,SPOTIFY SYDNEY,f02a1b98-46bc-4f29-a833-416e9166dae3,2025-10-01T12:31:24Z,Spotify Sydney AUS,-19.99,matched
EXP-036,Telecommunication,d72bce46,VODAFONE AUSTRALIA NORTH SYDNEY,1a7964d1-a70b-41af-bf8c-39f0bde106e0,2025-10-01T17:25:53Z,Vodafone Australia North SydneyAUS,-90.00,matched
EXP-035,Subscription Media & Software,fcaff31d,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTHNSW,fc8f4583-4e64-4da0-b135-fb8d00328448,2025-09-30T15:02:43Z,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTHNSW,-9.99,matched
EXP-061,Credit Card Repayments,a51d061c,RECEIVED THANK YOU,b4654596-7699-48bb-b893-0fb466ffa258,2025-09-28T18:47:09Z,"Payment received, thank you!",1218.59,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,97de3cba-c1e3-448f-97f6-9a47056a203f,2025-09-26T12:22:28Z,UBER *TRIP Sydney AUS,-35.91,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,df8c5573-9976-498e-ab79-4d5b7dde2903,2025-09-25T18:04:47Z,UBER *TRIP Sydney AUS,-23.92,matched
EXP-035,Subscription Media & Software,c5a464fb,NETFLIX,06e2c2cb-b6cd-4ef3-98b8-01a18a45237f,2025-09-23T21:31:23Z,NETFLIX.COM Melbourne AUS,-29.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,45370faa-f639-40b3-8549-2783e8cd8f4e,2025-09-20T05:10:52Z,UBER *TRIP Sydney AUS,-40.36,matched
EXP-040,Utilities,2c209cb1,ORIGIN ENERGY BARANGAROO,8fc5f408-8fc8-4a9a-a764-4c4326b21bec,2025-09-14T10:13:05Z,ORIGIN ENERGY BARANGAROO AU,-253.72,matched
EXP-021,Insurance,c0ffa279,AAMI BRISBANE QLD,f4e9bbb4-d030-4f2e-908f-584cddb58150,2025-09-10T12:58:47Z,AAMI BRISBANE QLD,-214.47,matched
EXP-017,Gyms and memberships,b7ac2f98,GOODLIFE FOUNTAIN VIC,32963bba-46c3-4b24-9bd9-396909e9e787,2025-09-10T12:23:50Z,DBS*Goodlife Fountain VI,-100.00,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,f8fa7488-bac6-4890-b104-cf9230471b16,2025-09-08T20:43:05Z,UBER *TRIP Sydney AUS,-61.08,matched
EXP-035,Subscription Media & Software,5a9632bb,DISNEY PLUS RICHMOND SA,c0559a19-dba5-44c1-b758-581e22b58632,2025-09-05T18:08:23Z,DISNEY PLUS RICHMOND SA AUS,-19.99,matched
EXP-035,Subscription Media & Software,fe9c297a,SPOTIFY SYDNEY,c9888f58-7ce0-4713-9839-d4bfc09285d9,2025-09-01T20:42:28Z,Spotify Sydney AUS,-19.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,eb1f3f95-80f4-487e-b29e-2f162f6fd624,2025-09-02T15:21:54Z,UBER *TRIP Sydney AU AUS,-23.79,matched
EXP-035,Subscription Media & Software,fcaff31d,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTHNSW,54a0a485-3db3-4131-88ff-fd77213442aa,2025-08-30T21:36:45Z,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTHNSW,-9.99,matched
EXP-036,Telecommunication,d72bce46,VODAFONE AUSTRALIA NORTH SYDNEY,dd953e22-5b25-47bc-9aa8-ebaed94a66d7,2025-09-01T20:47:41Z,Vodafone Australia North SydneyAUS,-90.00,matched
EXP-061,Credit Card Repayments,a51d061c,RECEIVED THANK YOU,4af25b02-a1eb-4a58-bcf2-5e1ceb4635ec,2025-08-28T19:44:21Z,"Payment received, thank you!",603.36,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,5242784c-eb68-4926-a50d-46879b2c5877,2025-08-29T23:00:07Z,UBER *TRIP Sydney AUS,-48.10,matched
EXP-035,Subscription Media & Software,c5a464fb,NETFLIX,cf041290-03b8-4a8e-b11d-3b128b53297d,2025-08-23T07:03:50Z,NETFLIX.COM Melbourne AUS,-29.99,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,c8fde559-576c-4269-9fb1-a393e3bd8940,2025-08-11T16:27:49Z,APPLE.COM/BILL SYDNEY NSW,-22.56,matched
EXP-040,Utilities,f9c41140,SYDNEY WATER SYDNEY,3b62273e-517b-4f5f-a69d-a4ccd239bfa8,2025-08-14T10:55:27Z,SYDNEY WATER sydney,-189.61,matched
EXP-021,Insurance,c0ffa279,AAMI BRISBANE QLD,c516d74f-d961-407f-938f-79e3ac937346,2025-08-10T08:36:36Z,AAMI BRISBANE QLD,-214.47,matched
EXP-017,Gyms and memberships,b7ac2f98,GOODLIFE FOUNTAIN VIC,4f5d2837-2199-4b78-9b7b-4818278d8ae0,2025-08-10T04:17:12Z,DBS*Goodlife Fountain VI,-100.00,matched
EXP-035,Subscription Media & Software,5a9632bb,DISNEY PLUS RICHMOND SA,3d33407e-bb48-4606-8ab0-3ef5cce8c0cb,2025-08-05T22:07:56Z,DISNEY PLUS RICHMOND SA AUS,-19.99,matched
EXP-024|EXP-031,Online Retail|Retail,e7c55df5|e7c55df5,DUNDLE|DUNDLE,88bc627c-ed65-4d16-89cf-4e653c74c8e9,2025-08-02T03:46:35Z,DUNDLE.COM EINDHOVEN NL,-100.85,multiple
EXP-036,Telecommunication,d72bce46,VODAFONE AUSTRALIA NORTH SYDNEY,0c34d3c7-0fdb-45a7-a1d2-faf9033f0765,2025-08-01T18:43:35Z,Vodafone Australia North SydneyAUS,-90.00,matched
EXP-035,Subscription Media & Software,fe9c297a,SPOTIFY SYDNEY,69f58ccb-eeff-4688-a951-71b094185b3c,2025-08-01T00:29:08Z,Spotify Sydney AUS,-19.99,matched
EXP-054,Other Categorised,7262e901,NORTHERN BEACHES COUNCIL SOUTH RATES,dddd4459-5540-4d23-9b75-9ebb5a0d7c5e,2025-08-01T06:23:17Z,NORTHERN BEACHES COUNCIL - SOUTH RATES,-396.00,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,fc0b0358-c714-4ff2-98c6-9f73051acc74,2025-07-29T20:39:43Z,UBER *TRIP Sydney AUS,-35.12,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,9ed2840b-8a2f-4545-a694-777257578b2e,2025-07-28T15:53:11Z,UBER *TRIP Sydney AU AUS,-20.42,matched
EXP-061,Credit Card Repayments,a51d061c,RECEIVED THANK YOU,961ce571-915a-4772-b127-ebcf07ebd342,2025-07-28T10:28:18Z,"Payment received, thank you!",9554.92,matched
EXP-035,Subscription Media & Software,c5a464fb,NETFLIX,e16f2316-fa33-49c7-821f-162fcbc7a03a,2025-07-24T02:43:21Z,NETFLIX.COM Melbourne AUS,-29.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,ae6919fc-103c-41a5-87d1-9306772b46b0,2025-07-18T01:24:03Z,UBER *TRIP Sydney AUS,-43.66,matched
EXP-017,Gyms and memberships,b7ac2f98,GOODLIFE FOUNTAIN VIC,f963e3be-038c-42a6-b2ff-dfdc75e75a47,2025-07-11T23:33:14Z,DBS*Goodlife Fountain VI,-100.00,matched
EXP-021,Insurance,c0ffa279,AAMI BRISBANE QLD,1de6ff2d-a11d-4921-a423-fb20e2c45a37,2025-07-11T21:12:07Z,AAMI BRISBANE QLD,-214.47,matched
EXP-035,Subscription Media & Software,5a9632bb,DISNEY PLUS RICHMOND SA,7331d456-83e6-4584-b106-0126459d3769,2025-07-06T10:10:19Z,DISNEY PLUS RICHMOND SA AUS,-19.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,a3f4e72a-9504-46a1-8bd9-7670abf2c1e0,2025-07-04T05:04:08Z,UBER *TRIP Sydney AUS,-53.82,matched
EXP-035,Subscription Media & Software,fe9c297a,SPOTIFY SYDNEY,0be4568e-3c55-415d-9779-322f4789ee22,2025-07-02T06:51:07Z,Spotify Sydney AUS,-19.99,matched
EXP-036,Telecommunication,d72bce46,VODAFONE AUSTRALIA NORTH SYDNEY,fb55de01-b27e-4df1-b804-63c3c9204dde,2025-07-02T04:56:55Z,Vodafone Australia North SydneyAUS,-90.00,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,59084082-1151-45a8-8c9b-e73bef8667d0,2025-07-02T13:29:08Z,APPLE.COM/BILL SYDNEY NSW,-11.02,matched
EXP-061,Credit Card Repayments,a51d061c,RECEIVED THANK YOU,a94a7c4c-89a9-48e7-9481-d5a1fe9627b9,2025-06-29T17:34:57Z,"Payment received, thank you!",1262.72,matched
EXP-035,Subscription Media & Software,c5a464fb,NETFLIX,1c0a4def-b65f-4a17-a3f5-2a067ecf2232,2025-06-23T00:41:08Z,NETFLIX.COM Melbourne AUS,-29.99,matched
EXP-040,Utilities,2c209cb1,ORIGIN ENERGY BARANGAROO,7f6a8166-f5ab-4bfd-8ed0-1eb939426e0b,2025-06-16T05:05:19Z,ORIGIN ENERGY BARANGAROO AU,-307.36,matched
EXP-015,Government & Council Services,a9073ea3,AUSTRALIAN TAXATION OFFICE,6e51a322-1e39-4716-8a02-1e4b7d5ad1e5,2025-06-09T15:28:57Z,AUSTRALIAN TAXATION OFFICE,-8764.28,matched
EXP-017,Gyms and memberships,b7ac2f98,GOODLIFE FOUNTAIN VIC,f8dac9cb-da25-4ee3-b567-af1a406508d9,2025-06-10T11:07:19Z,DBS*Goodlife Fountain VI,-100.00,matched
EXP-021,Insurance,c0ffa279,AAMI BRISBANE QLD,649486aa-3743-45b8-9f71-2eba28a3b5d1,2025-06-10T17:48:20Z,AAMI BRISBANE QLD,-214.47,matched
EXP-015,Government & Council Services,2c0e171a,VICROADS PAYMEN KEW,7ffc3fd8-804c-4168-a263-7164df1fa5db,2025-06-07T18:02:44Z,VICROADS ONLINE PAYMEN KEW AUS,-8.84,matched
EXP-035,Subscription Media & Software,5a9632bb,DISNEY PLUS RICHMOND SA,d5e95b5b-0661-49ad-96cb-d491531e0b07,2025-06-05T03:47:06Z,DISNEY PLUS RICHMOND SA AUS,-19.99,matched
EXP-036,Telecommunication,d72bce46,VODAFONE AUSTRALIA NORTH SYDNEY,30fa3ddb-415d-4057-bc0a-9925711d8bad,2025-06-01T08:42:46Z,Vodafone Australia North SydneyAUS,-90.00,matched
EXP-035,Subscription Media & Software,fe9c297a,SPOTIFY SYDNEY,27254ec7-d11f-409b-b9bf-e1c538440d29,2025-06-01T16:19:49Z,Spotify Sydney AUS,-19.99,matched
EXP-061,Credit Card Repayments,a51d061c,RECEIVED THANK YOU,7ad17f54-8ee6-4de2-b3ff-6cf78b309f3f,2025-05-29T23:55:35Z,"Payment received, thank you!",554.56,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,22c324ae-3b2c-4c47-a86a-b5d4594e0521,2025-05-26T18:43:37Z,APPLE.COM/BILL SYDNEY NS AUS,-21.85,matched
EXP-035,Subscription Media & Software,c5a464fb,NETFLIX,ee80026d-b775-4604-81f9-2af3dcd7f029,2025-05-23T19:44:13Z,NETFLIX.COM Melbourne AUS,-29.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,974b8d90-9f76-4831-bc28-3d7408d81065,2025-05-23T16:33:20Z,UBER *TRIP Sydney AUS,-52.99,matched
EXP-040,Utilities,f9c41140,SYDNEY WATER SYDNEY,11979384-e0a5-40c3-b838-02c431788f5e,2025-05-16T07:40:36Z,SYDNEY WATER sydney,-181.60,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,bd07f955-534e-4633-89b3-4960b1f566d7,2025-05-15T04:21:04Z,UBER *TRIP Sydney AU AUS,-36.38,matched
EXP-017,Gyms and memberships,b7ac2f98,GOODLIFE FOUNTAIN VIC,a3796754-5113-470f-95d7-ebcb18c11a5f,2025-05-10T19:41:21Z,DBS*Goodlife Fountain VI,-100.00,matched
EXP-021,Insurance,c0ffa279,AAMI BRISBANE QLD,b5f39f21-1042-45ff-8c47-8637758aae3c,2025-05-10T14:15:28Z,AAMI BRISBANE QLD,-214.47,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,1766750d-58d2-4e91-a603-8168eed2cd04,2025-05-08T09:30:07Z,APPLE.COM/BILL SYDNEY NSW,-11.06,matched
EXP-035,Subscription Media & Software,5a9632bb,DISNEY PLUS RICHMOND SA,bf04b738-fd09-44b6-b6b2-4e2f26bef030,2025-05-05T06:16:53Z,DISNEY PLUS RICHMOND SA AUS,-19.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,f1003fe0-95c3-4382-b80d-fdb9db0153c4,2025-05-03T14:48:14Z,UBER *TRIP Sydney AU AUS,-61.59,matched
EXP-035,Subscription Media & Software,fe9c297a,SPOTIFY SYDNEY,9aa56302-e018-4d7a-9861-5db2b1ac60d4,2025-05-01T05:48:25Z,Spotify Sydney AUS,-19.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,f5eaf8bd-4418-449c-813e-25563a588d65,2025-05-03T19:21:59Z,UBER *TRIP Sydney AUS,-26.79,matched
EXP-036,Telecommunication,d72bce46,VODAFONE AUSTRALIA NORTH SYDNEY,4c788d3e-12d2-4807-a108-c97ba2b29aae,2025-05-01T05:51:47Z,Vodafone Australia North SydneyAUS,-90.00,matched
EXP-054,Other Categorised,7262e901,NORTHERN BEACHES COUNCIL SOUTH RATES,76181f54-9a5f-42c2-a6df-42813529f079,2025-05-01T03:49:57Z,NORTHERN BEACHES COUNCIL - SOUTH RATES,-396.00,matched
EXP-061,Credit Card Repayments,a51d061c,RECEIVED THANK YOU,c631c321-d1e9-4dd8-9a03-220fe4100247,2025-04-27T09:27:02Z,"Payment received, thank you!",1706.51,matched
EXP-054,Other Categorised,15e5ec18,LOGI,5787035d-5329-4ec4-b571-1e9bebff1934,2025-04-21T23:12:43Z,DRI*Logi Store logi.co Logitech,-16.20,matched
EXP-035,Subscription Media & Software,c5a464fb,NETFLIX,32348645-d79a-4113-ae83-446552126b33,2025-04-23T11:39:46Z,NETFLIX.COM Melbourne AUS,-29.99,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,cc81a6c7-596a-4519-9e91-5ddf7ee66309,2025-04-20T21:03:53Z,APPLE.COM/BILL SYDNEY NSW,-19.94,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,6b98a413-6cf6-4e93-8650-3d21fc66e211,2025-04-14T03:12:50Z,APPLE.COM/BILL SYDNEY NS AUS,-22.94,matched
EXP-017,Gyms and memberships,b7ac2f98,GOODLIFE FOUNTAIN VIC,04488f78-1f8d-4460-9495-24bfb65bb188,2025-04-10T03:32:44Z,DBS*Goodlife Fountain VI,-100.00,matched
EXP-021,Insurance,c0ffa279,AAMI BRISBANE QLD,a7e43e74-3083-45b4-a059-3fdba3c08f76,2025-04-10T16:47:31Z,AAMI BRISBANE QLD,-214.47,matched
EXP-035,Subscription Media & Software,5a9632bb,DISNEY PLUS RICHMOND SA,a1a4ccc2-65b6-4197-a665-d744a45b4846,2025-04-05T05:49:56Z,DISNEY PLUS RICHMOND SA AUS,-19.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,582fdf0d-2cfe-4334-9d6c-073ed76cb1a4,2025-04-05T14:12:16Z,UBER *TRIP Sydney AUS,-21.04,matched
EXP-035,Subscription Media & Software,fe9c297a,SPOTIFY SYDNEY,fd693819-77f0-4f18-8f8c-4995d8d96f19,2025-04-01T16:48:38Z,Spotify Sydney AUS,-19.99,matched
EXP-036,Telecommunication,d72bce46,VODAFONE AUSTRALIA NORTH SYDNEY,86d2cadb-cb5c-4f8d-a120-02be9c761058,2025-04-01T16:03:45Z,Vodafone Australia North SydneyAUS,-90.00,matched
EXP-061,Credit Card Repayments,a51d061c,RECEIVED THANK YOU,6558c9f3-7bff-453a-970e-14a12051edd3,2025-03-27T10:41:46Z,"Payment received, thank you!",2253.05,matched
EXP-035,Subscription Media & Software,c5a464fb,NETFLIX,9dcc4868-6700-4456-bcc1-b5b20418b619,2025-03-23T21:40:50Z,NETFLIX.COM Melbourne AUS,-29.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,9fec60cd-1157-4b16-b420-856b09540984,2025-03-21T23:34:00Z,UBER *TRIP Sydney AUS,-44.78,matched
EXP-015,Government & Council Services,2c0e171a,VICROADS PAYMEN KEW,3ac802e0-72ee-4ee9-bcc0-5594d5ea7389,2025-03-23T09:02:52Z,VICROADS ONLINE PAYMEN KEW AU,-13.32,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,11f3bf06-2a64-4f81-bacb-1848f8183b7e,2025-03-18T15:28:58Z,APPLE.COM/BILL SYDNEY AU AUS,-13.93,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,a5369363-0a34-4042-94d6-4b5da5ff4c11,2025-03-14T12:55:10Z,UBER *TRIP Sydney AUS,-17.48,matched
EXP-040,Utilities,2c209cb1,ORIGIN ENERGY BARANGAROO,b6d6dc72-c5c7-445b-984b-660e6f79f4db,2025-03-15T00:40:02Z,ORIGIN ENERGY BARANGAROO AU,-455.01,matched
EXP-041,Vehicle and Transport,144a8335,QANTAS AIRWAYS MASCOT,e71d7e4d-c015-482f-add1-a2e43eab3e45,2025-03-14T02:58:26Z,QANTAS AIRWAYS LIMITED MASCOT AUS,-670.00,matched
EXP-021,Insurance,c0ffa279,AAMI BRISBANE QLD,8dfeff8a-8c0a-4aba-acde-d0e58c23f7d6,2025-03-10T15:28:01Z,AAMI BRISBANE QLD,-214.47,matched
EXP-017,Gyms and memberships,b7ac2f98,GOODLIFE FOUNTAIN VIC,7f9c78b9-ccc3-4b12-9348-812d8c0bee54,2025-03-10T21:21:53Z,DBS*Goodlife Fountain VI,-100.00,matched
EXP-035,Subscription Media & Software,5a9632bb,DISNEY PLUS RICHMOND SA,ca98a508-2727-4861-86c4-e50c0ec4d7a3,2025-03-05T21:10:17Z,DISNEY PLUS RICHMOND SA AUS,-19.99,matched
EXP-036,Telecommunication,d72bce46,VODAFONE AUSTRALIA NORTH SYDNEY,9968e6c6-6846-4a56-bfcd-cb9e116fb740,2025-03-01T10:08:40Z,Vodafone Australia North SydneyAUS,-90.00,matched
EXP-035,Subscription Media & Software,fe9c297a,SPOTIFY SYDNEY,c9758ea7-fd1c-441d-aced-ef1eda22702d,2025-03-01T22:30:45Z,Spotify Sydney AUS,-19.99,matched
EXP-041,Vehicle and Transport,81d29fd8,UBER TRIP SYDNEY,28b814cf-2bf2-45e9-8ee0-27f50f3c1ac8,2025-02-28T22:35:54Z,UBER *TRIP Sydney AU AUS,-17.55,matched
EXP-061,Credit Card Repayments,a51d061c,RECEIVED THANK YOU,bf3cc8a3-a498-421b-9928-45b1194641a0,2025-02-26T03:11:17Z,"Payment received, thank you!",556.02,matched
EXP-035,Subscription Media & Software,c5a464fb,NETFLIX,48782678-f920-4283-b77d-b6bc376bdf79,2025-02-21T16:44:03Z,NETFLIX.COM Melbourne AUS,-29.99,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,a70c099e-1722-40c0-9b6b-fc217beaa1a0,2025-02-14T08:04:57Z,APPLE.COM/BILL SYDNEY NSW,-14.60,matched
EXP-040,Utilities,f9c41140,SYDNEY WATER SYDNEY,ac6141d0-e074-447b-81b7-f5f6732d477c,2025-02-13T12:52:44Z,SYDNEY WATER sydney,-206.21,matched
EXP-021,Insurance,c0ffa279,AAMI BRISBANE QLD,b6ef25b0-35e3-4c2c-8408-5d8318e90358,2025-02-08T09:44:40Z,AAMI BRISBANE QLD,-214.47,matched
EXP-041,Vehicle and Transport,144a8335,QANTAS AIRWAYS MASCOT,a8fb661e-9221-4a65-919e-1c9df4acc2f1,2025-02-06T18:37:37Z,QANTAS AIRWAYS LIMITED MASCOT AUS,-870.00,matched
EXP-035,Subscription Media & Software,5a9632bb,DISNEY PLUS RICHMOND SA,6d4b4b34-47de-48d0-82bb-802b18cb3a4e,2025-02-03T23:06:03Z,DISNEY PLUS RICHMOND SA AUS,-19.99,matched
EXP-035,Subscription Media & Software,e3a04f34,APPLE COM BILL,07bf6b15-b6d7-4f81-9c06-a0f58861892d,2025-02-03T05:59:33Z,APPLE.COM/BILL SYDNEY NSW,-17.58,matched
EXP-035,Subscription Media & Software,fe9c297a,SPOTIFY SYDNEY,09ef4a32-c631-44b7-9498-f44d78342cdf,2025-01-30T21:36:08Z,Spotify Sydney AUS,-19.99,matched
